customer_id,loan_amount,credit_score,late_payments,default_history,risk_score,risk_level
20259,13437,493,3,0,24,Low
24445,13159,670,5,0,95,High
17371,16530,476,1,0,84,High
22555,7682,729,3,0,4,Low
29521,11007,769,0,0,48,Low
23177,13903,607,0,0,58,Medium
22975,15358,357,1,0,40,Low
19484,8851,426,1,0,98,High
12877,16995,308,2,0,91,High
12577,11791,325,1,0,2,Low
14242,15471,455,3,0,46,Low
23466,20280,371,3,1,14,Low
16644,15922,374,3,1,2,Low
22928,17803,673,6,0,27,Low
17610,9450,797,1,0,32,Low
18766,7199,420,4,0,45,Low
28069,19416,598,2,1,66,Medium
24483,22577,789,1,0,31,Low
23133,21853,785,1,0,15,Low
21917,9799,716,1,0,96,High
21087,11946,544,2,0,8,Low
11170,4906,782,3,0,0,Low
24118,10704,701,1,0,13,Low
25964,14288,543,0,0,19,Low
21557,16941,694,2,0,24,Low
19672,15254,401,4,1,13,Low
27797,19752,554,2,0,51,Medium
10688,19541,318,4,0,89,High
11123,14870,325,0,0,5,Low
20771,18432,831,1,0,18,Low
13432,15143,430,2,0,31,Low
19880,20309,756,4,0,80,Medium
20862,21314,766,1,0,38,Low
23415,16252,806,1,0,58,Medium
15530,16957,355,4,0,99,High
15113,16995,815,4,0,83,High
26046,13633,686,1,0,3,Low
14166,21144,517,1,0,65,Medium
11676,6716,429,1,0,89,High
10751,16021,731,3,0,42,Low
20839,17796,769,0,0,8,Low
18559,14778,817,1,0,34,Low
27121,12576,788,2,0,58,Medium
15158,20586,465,3,0,71,Medium
10083,8299,432,1,0,78,Medium
15324,18611,542,0,0,89,High
14664,13090,735,1,0,7,Low
26182,8215,407,2,0,55,Medium
27204,16049,402,2,0,72,Medium
22253,8705,383,1,0,27,Low
17851,9616,313,1,0,59,Medium
24269,13880,786,0,0,39,Low
23388,20321,677,0,0,16,Low
26360,19827,414,5,0,91,High
18047,16639,621,7,0,41,Low
14409,18018,669,5,0,28,Low
14982,18261,413,3,0,30,Low
22173,9342,807,3,0,9,Low
25523,23900,407,4,0,55,Medium
17096,11998,717,3,0,73,Medium
19783,7414,611,5,0,71,Medium
27576,6421,325,2,0,79,Medium
29844,3911,603,2,0,49,Low
20751,10435,617,1,0,32,Low
18335,13193,445,0,0,21,Low
22048,12495,563,3,0,21,Low
15278,13060,606,0,0,71,Medium
14295,10450,548,5,0,69,Medium
12955,16948,406,7,0,73,Medium
20119,18250,674,1,0,27,Low
11292,17176,820,3,0,73,Medium
24198,3727,373,2,0,26,Low
12198,16162,719,1,0,11,Low
17428,13370,359,3,0,94,High
10967,12225,414,1,0,96,High
14734,21412,670,2,0,74,Medium
13050,17745,644,0,0,39,Low
18175,7238,808,0,1,59,Medium
25145,20920,846,2,0,82,High
26991,9858,732,0,0,28,Low
16760,12555,835,2,0,75,Medium
10599,14189,443,1,0,66,Medium
16269,6824,468,4,0,75,Medium
22725,13232,467,2,0,72,Medium
15542,8958,655,1,1,68,Medium
13387,13335,312,1,0,70,Medium
12428,18319,653,1,0,67,Medium
10045,24401,479,1,0,17,Low
13501,23489,421,5,0,67,Medium
10917,10052,422,1,0,9,Low
20704,25968,552,1,0,21,Low
21915,10670,690,2,0,28,Low
25111,8347,774,3,1,53,Medium
20592,13968,555,1,1,11,Low
10267,12523,331,0,0,71,Medium
13664,11201,813,2,0,90,High
24557,11335,323,0,1,68,Medium
26618,20202,312,2,0,58,Medium
18268,14478,385,0,0,59,Medium
13515,10885,694,1,0,21,Low
13476,7620,532,3,0,62,Medium
21388,9928,574,3,0,75,Medium
28184,12707,649,2,1,5,Low
24846,14748,559,2,0,15,Low
25302,16570,327,2,0,7,Low
23809,15099,623,1,1,57,Medium
24844,17624,837,3,0,71,Medium
25354,14053,420,1,1,5,Low
23088,16161,690,0,0,73,Medium
12454,10119,475,0,0,94,High
18768,18138,613,0,0,37,Low
13894,16882,668,5,0,6,Low
28854,20423,774,3,0,57,Medium
21897,21050,465,7,0,89,High
20642,27650,411,2,1,74,Medium
15123,22930,568,2,0,39,Low
16150,16825,848,1,0,56,Medium
15532,22098,491,0,0,65,Medium
15606,23664,382,3,1,8,Low
22892,12196,351,0,0,10,Low
12823,9909,305,2,0,38,Low
18648,7140,544,5,1,65,Medium
26350,14658,675,3,0,61,Medium
16718,9596,601,4,0,60,Medium
15449,24219,499,0,0,29,Low
24574,4581,566,0,0,37,Low
27226,12332,821,1,0,79,Medium
27239,20782,584,2,0,85,High
15895,15670,424,3,1,31,Low
20647,19057,408,2,0,98,High
11153,9797,817,2,1,59,Medium
25134,7736,646,1,0,0,Low
14395,18159,845,6,0,27,Low
17074,17476,729,3,0,2,Low
21833,18675,466,1,0,68,Medium
23055,14372,317,0,0,6,Low
21382,23660,697,3,0,88,High
20319,15910,459,4,0,67,Medium
16165,18815,409,2,0,83,High
10208,17246,451,3,0,94,High
13570,4935,712,0,0,87,High
26569,17419,821,3,0,0,Low
17950,18403,387,1,0,36,Low
11683,19841,377,4,0,76,Medium
27694,11519,813,2,0,37,Low
17409,19937,641,0,1,24,Low
18373,8667,323,2,0,51,Medium
14853,16672,445,4,0,15,Low
22541,12073,480,2,0,91,High
25341,8722,362,6,0,4,Low
23264,9934,415,2,0,7,Low
22253,20454,784,3,0,50,Low
24189,20288,766,2,0,79,Medium
20818,11967,719,7,0,41,Low
21526,14105,568,3,0,75,Medium
21123,8332,570,0,1,60,Medium
10294,20267,607,1,0,51,Medium
28146,20043,416,1,0,69,Medium
28723,7921,716,1,0,25,Low
29506,5811,750,0,0,87,High
23603,23922,422,2,0,31,Low
21995,18876,820,1,1,80,Medium
19209,16038,314,4,1,83,High
18691,11939,388,0,0,73,Medium
23599,12195,466,0,0,37,Low
12795,15074,723,0,0,21,Low
23517,21291,842,4,0,89,High
16563,11516,389,0,0,76,Medium
23986,20425,731,1,0,5,Low
11381,11184,522,5,0,6,Low
15422,7635,600,1,0,2,Low
16459,14944,314,6,0,44,Low
18581,18660,626,3,0,37,Low
20123,19563,363,3,0,74,Medium
27318,9459,629,3,0,77,Medium
23501,22500,560,3,1,43,Low
23488,9894,408,7,0,56,Medium
25371,16895,709,1,0,87,High
29015,8976,840,2,0,43,Low
28257,16614,473,2,1,43,Low
24706,14100,523,0,0,95,High
11681,13836,669,4,0,87,High
17365,19286,682,3,0,43,Low
12820,18554,713,3,0,75,Medium
27494,18321,325,1,0,2,Low
20328,4435,709,1,0,30,Low
22038,14765,472,4,0,37,Low
16008,21795,386,0,0,83,High
15603,12432,621,0,0,73,Medium
25915,22944,597,2,0,57,Medium
23994,19802,822,1,0,13,Low
23457,12871,660,0,0,33,Low
11847,13498,838,1,0,83,High
22389,4697,360,3,0,92,High
13873,15124,422,2,0,62,Medium
12771,10068,531,5,0,85,High
23718,7156,441,3,0,56,Medium
17897,22582,328,2,0,84,High
11706,11014,447,6,0,24,Low
27344,24965,848,1,0,64,Medium
21558,6006,724,3,0,50,Low
24367,6430,427,3,0,77,Medium
21099,17147,613,3,0,7,Low
14027,18391,837,2,0,36,Low
24347,25610,655,2,0,20,Low
23728,11685,539,4,0,24,Low
27020,14120,417,4,0,4,Low
21276,21464,836,3,0,76,Medium
12108,13358,774,2,0,40,Low
14414,16750,375,2,0,43,Low
28360,6299,577,3,1,92,High
13779,20778,502,1,1,61,Medium
22472,30260,565,1,0,32,Low
11853,11091,655,2,0,65,Medium
27679,29276,424,4,0,38,Low
20278,20859,619,3,1,67,Medium
15713,20070,548,2,1,1,Low
28454,16172,726,0,0,97,High
24259,15710,438,1,0,27,Low
19593,17664,315,1,0,55,Medium
28807,16415,452,1,0,35,Low
29567,3309,610,3,0,95,High
17480,16343,493,4,0,78,Medium
17114,24346,473,3,0,2,Low
17684,18277,438,3,0,87,High
12957,7664,422,4,1,33,Low
24543,13121,471,3,0,15,Low
21311,21516,634,4,0,78,Medium
27586,17345,753,2,0,11,Low
10036,21423,610,3,0,14,Low
16535,17695,634,1,0,48,Low
28568,21132,668,3,0,36,Low
16539,18275,777,3,0,5,Low
26334,16406,339,2,0,37,Low
23848,18692,608,4,0,70,Medium
29220,2759,627,2,0,6,Low
19389,11419,364,1,0,91,High
17393,19393,585,1,0,63,Medium
26501,6652,511,4,0,69,Medium
12200,20643,726,3,1,13,Low
25783,15626,578,2,0,43,Low
23471,10044,544,1,0,7,Low
17229,15577,791,2,1,69,Medium
16241,9856,330,2,0,91,High
29474,18875,479,4,0,51,Medium
20899,21863,689,1,0,42,Low
13023,14712,602,3,0,82,High
16024,23338,399,4,0,68,Medium
26725,19125,316,0,0,4,Low
16433,18370,346,3,0,18,Low
17150,18060,418,0,0,89,High
18936,12860,355,3,0,91,High
27700,15522,346,3,0,81,High
21972,15986,373,1,0,67,Medium
26063,15397,839,2,0,95,High
17218,12881,724,1,0,67,Medium
26328,13345,355,1,0,20,Low
27342,6483,626,4,0,57,Medium
19854,8984,435,2,0,56,Medium
15724,12806,620,3,0,71,Medium
20717,8347,842,3,0,75,Medium
24428,16919,759,1,0,77,Medium
12227,22071,507,0,0,95,High
20768,12573,508,1,1,57,Medium
10546,20898,793,2,0,89,High
21276,21680,478,2,0,64,Medium
18099,8115,438,3,0,39,Low
21267,15004,452,3,0,77,Medium
25164,8016,792,0,1,41,Low
21456,2381,303,1,0,94,High
16629,17205,819,1,0,64,Medium
29498,8545,359,3,1,64,Medium
23082,4737,739,2,0,42,Low
28139,15780,692,0,0,45,Low
21713,12828,377,4,0,71,Medium
26150,13222,463,0,0,87,High
11365,16806,514,2,0,86,High
27745,21126,465,2,0,21,Low
28485,14803,575,1,0,60,Medium
27730,17772,649,1,0,8,Low
12657,14363,389,2,0,41,Low
19708,12708,641,2,0,77,Medium
29353,17764,677,0,0,30,Low
14077,10367,793,1,0,8,Low
18635,13607,338,0,1,85,High
24277,5694,820,2,0,87,High
13080,6227,683,1,1,55,Medium
21398,16365,738,1,0,56,Medium
24878,20167,515,2,0,20,Low
19411,14166,744,1,0,29,Low
29781,15627,339,3,0,69,Medium
12764,21666,618,3,0,16,Low
27736,16538,703,1,0,5,Low
13634,18295,810,2,0,32,Low
15777,13641,550,1,0,77,Medium
17638,13874,589,3,1,96,High
20429,5860,709,0,0,55,Medium
21401,24612,586,0,0,3,Low
17207,18727,747,3,1,42,Low
28247,6663,700,3,0,94,High
14878,14768,346,2,0,57,Medium
28834,23483,760,3,0,71,Medium
24147,13052,674,3,0,87,High
11890,21891,840,4,0,93,High
10164,30553,786,3,0,62,Medium
13275,14595,614,3,0,64,Medium
28255,9752,521,2,0,77,Medium
26724,7907,304,3,0,84,High
13708,20147,819,2,0,14,Low
19555,15154,758,0,0,98,High
28235,10173,824,6,1,10,Low
14217,15620,596,1,0,12,Low
16321,15619,793,2,0,29,Low
19515,23752,705,4,0,78,Medium
25111,23106,694,0,0,43,Low
16688,10741,515,6,0,66,Medium
25322,17352,545,2,0,12,Low
22317,12252,351,6,0,44,Low
28011,10721,648,1,1,42,Low
28919,17942,708,0,0,14,Low
28129,13160,584,0,0,32,Low
12169,17074,691,4,0,54,Medium
27267,9607,760,4,0,39,Low
23479,22242,728,2,0,56,Medium
26356,14030,821,0,0,86,High
14778,6777,569,1,0,71,Medium
25414,19014,538,1,0,69,Medium
12535,22465,835,5,0,21,Low
23398,15382,443,1,0,57,Medium
10630,17942,790,1,0,1,Low
18184,12035,605,2,0,33,Low
15010,6143,542,1,0,26,Low
22341,17215,841,3,1,1,Low
23334,15081,429,2,0,88,High
29261,18908,717,4,0,48,Low
10424,11398,787,6,0,87,High
15967,13429,847,2,0,69,Medium
12302,14552,312,4,0,63,Medium
13083,16970,540,1,0,50,Low
19626,9552,470,0,1,24,Low
26397,17735,678,2,0,81,High
29471,12890,649,2,0,6,Low
13060,8673,768,1,0,60,Medium
11116,11931,691,2,1,1,Low
11419,12247,806,0,0,85,High
12484,17250,570,3,0,77,Medium
22558,15361,466,2,0,37,Low
17943,21771,428,0,0,60,Medium
25711,11857,789,1,0,17,Low
13959,17075,546,2,1,1,Low
11624,11991,451,6,0,3,Low
12786,12091,784,3,0,83,High
24411,12977,584,1,0,44,Low
25035,11853,361,3,0,79,Medium
11157,17450,518,3,0,91,High
14798,18363,647,2,0,41,Low
19210,10054,310,4,0,95,High
28553,7874,560,1,0,53,Medium
10520,18829,729,5,0,71,Medium
29763,17775,789,2,0,60,Medium
12520,22884,413,1,0,6,Low
13893,12510,487,1,0,88,High
26083,15768,391,3,0,37,Low
28405,15107,604,1,0,89,High
15198,20491,641,1,0,4,Low
13893,19397,758,1,0,88,High
28559,14296,757,1,0,27,Low
19891,15675,467,2,0,12,Low
15529,14262,742,1,0,20,Low
19060,3509,515,3,1,35,Low
13056,13006,801,1,1,75,Medium
28088,9986,780,4,0,68,Medium
16666,9471,568,1,1,27,Low
18980,19113,784,2,0,37,Low
21141,9372,581,2,0,61,Medium
14909,14712,405,1,0,14,Low
11438,13534,771,2,0,62,Medium
24263,10737,645,4,0,77,Medium
14914,16012,355,3,0,24,Low
28028,23792,395,3,0,9,Low
18839,8580,460,0,0,47,Low
17647,23496,355,2,0,60,Medium
14313,12603,530,1,1,64,Medium
24308,27975,474,1,0,29,Low
12932,13404,703,0,1,93,High
20798,14655,662,0,0,81,High
27570,2356,753,3,0,39,Low
10777,22115,658,3,0,24,Low
20467,12879,745,1,0,61,Medium
16486,11553,614,0,0,41,Low
27206,19873,773,3,0,4,Low
12172,26684,686,4,1,96,High
12351,19595,679,0,0,86,High
14882,8339,845,2,0,50,Low
27467,12612,526,1,0,71,Medium
12514,5167,698,1,0,91,High
22073,18796,364,3,0,4,Low
28921,13897,363,4,0,83,High
28997,14074,564,3,0,63,Medium
20931,18163,607,3,1,47,Low
18612,19137,779,1,0,60,Medium
12925,10574,513,5,0,38,Low
15073,13977,705,2,0,85,High
25495,5105,561,1,0,79,Medium
20398,16492,517,1,0,17,Low
26418,15134,494,2,0,74,Medium
23309,8260,529,2,0,99,High
18630,6252,387,4,0,61,Medium
21992,15999,394,1,0,95,High
17320,12352,825,2,0,9,Low
12919,17230,779,4,0,18,Low
22654,8931,540,2,0,65,Medium
22653,18549,714,3,0,19,Low
25874,15412,528,4,0,57,Medium
17950,11929,768,3,1,30,Low
15140,14953,472,3,0,77,Medium
24905,12224,342,3,0,96,High
23990,9357,699,1,0,4,Low
14877,8867,640,2,0,5,Low
29747,25325,592,0,0,47,Low
29501,25036,832,1,1,94,High
23406,11505,757,4,0,51,Medium
26230,14079,547,1,0,29,Low
10494,23977,847,0,0,70,Medium
18761,15585,355,5,0,22,Low
23743,22141,846,3,0,50,Low
15650,25943,625,0,0,60,Medium
27639,16092,520,3,0,38,Low
17567,17167,527,2,0,36,Low
29679,21571,413,2,0,21,Low
20674,13920,428,3,1,74,Medium
10783,22715,820,2,0,13,Low
21009,15716,376,1,0,84,High
18808,27173,561,1,0,70,Medium
20918,15194,398,2,0,75,Medium
28653,19283,313,2,1,68,Medium
12055,14218,420,3,0,71,Medium
23404,8648,610,3,0,18,Low
14610,20949,409,2,0,22,Low
14555,21610,573,2,0,39,Low
19660,5000,646,0,0,55,Medium
29239,8885,398,1,0,54,Medium
19970,17020,683,3,0,10,Low
29205,13896,719,2,0,41,Low
12662,19315,794,5,0,34,Low
23360,4649,498,3,0,88,High
13757,25138,558,2,0,39,Low
13655,12307,819,6,0,9,Low
20343,15251,585,1,0,61,Medium
28554,16516,339,1,0,88,High
14055,23481,647,2,0,62,Medium
13743,7608,662,1,1,5,Low
29621,15764,302,2,0,67,Medium
19090,8697,382,1,0,47,Low
12479,20172,446,4,0,56,Medium
18930,13225,752,3,0,4,Low
20937,17323,580,1,0,59,Medium
15358,13050,704,1,1,78,Medium
19769,25652,749,1,0,52,Medium
20408,11306,481,6,0,52,Medium
14345,17957,680,1,0,40,Low
17566,3892,558,2,0,41,Low
25769,18001,614,4,0,36,Low
12811,7232,655,3,0,34,Low
14552,24141,619,3,0,45,Low
23410,11621,392,0,0,89,High
15201,10021,311,4,0,93,High
29345,16469,315,2,0,86,High
10454,8297,614,0,0,25,Low
25637,10812,829,2,0,43,Low
10215,16217,558,2,0,60,Medium
12082,12145,340,4,0,74,Medium
12970,19714,397,5,0,2,Low
27793,21272,803,3,1,62,Medium
10714,18134,832,0,1,71,Medium
25609,8477,818,1,0,79,Medium
24972,11111,687,3,0,17,Low
24958,9667,834,0,0,73,Medium
13462,13640,841,7,0,78,Medium
17780,17208,324,2,0,33,Low
10338,17009,566,2,0,40,Low
20953,24300,757,3,1,54,Medium
15358,24308,623,2,0,80,Medium
14560,17691,817,2,0,32,Low
13401,18356,559,0,0,68,Medium
25651,8768,436,2,0,74,Medium
27296,19963,411,3,0,23,Low
22969,17643,693,4,0,96,High
21178,17293,619,4,0,64,Medium
25665,16029,327,2,0,90,High
21029,22922,476,2,0,55,Medium
23149,24583,669,0,0,76,Medium
29708,15725,312,3,0,59,Medium
15700,17999,721,2,0,11,Low
15378,12081,764,0,0,48,Low
16336,16455,569,3,0,23,Low
20736,18447,651,0,0,37,Low
15141,6603,662,1,0,59,Medium
27370,10179,486,2,0,9,Low
19248,18192,757,3,0,18,Low
24740,16282,735,1,0,16,Low
16272,16054,747,1,0,67,Medium
19347,15622,340,1,0,66,Medium
25493,20849,492,0,0,73,Medium
20779,19798,844,3,0,25,Low
10459,12751,693,4,0,32,Low
15996,21608,733,2,0,12,Low
12035,15023,725,0,0,93,High
15113,6836,362,1,0,42,Low
16614,17437,339,2,0,3,Low
20345,7872,438,4,1,49,Low
23487,18228,343,1,0,99,High
17353,11692,510,1,0,8,Low
17316,3707,529,1,0,32,Low
11272,16269,602,1,0,24,Low
13047,22929,678,3,0,93,High
19265,12397,618,3,0,63,Medium
16144,17071,312,1,0,71,Medium
24879,16270,593,6,0,67,Medium
24432,4122,623,1,0,17,Low
29345,16131,708,0,0,95,High
29551,17914,473,5,0,94,High
20667,12789,828,5,0,83,High
10208,13250,817,1,0,42,Low
20251,13321,335,1,0,71,Medium
10102,18069,372,3,0,27,Low
22479,8139,356,0,0,83,High
17571,6884,829,3,0,68,Medium
17123,18468,516,4,0,91,High
25790,10569,674,2,0,69,Medium
26694,19743,498,0,0,68,Medium
23368,15915,840,1,0,95,High
28738,11720,685,2,0,63,Medium
21839,9266,594,4,0,44,Low
18543,-1650,307,1,1,44,Low
23186,11806,627,3,0,0,Low
14299,15261,804,2,0,13,Low
19115,16311,386,2,0,46,Low
25560,6931,583,2,0,17,Low
14569,11629,482,2,0,52,Medium
11284,21751,815,4,1,43,Low
17368,26205,451,2,0,48,Low
21190,18450,691,2,0,99,High
25853,15062,379,1,0,72,Medium
22641,7198,325,5,1,56,Medium
13893,15120,735,4,0,60,Medium
18637,12174,573,3,0,94,High
26451,23071,421,5,0,63,Medium
19082,13084,611,2,0,29,Low
21212,19519,463,1,0,88,High
19063,13505,481,3,0,60,Medium
19748,21147,707,2,0,32,Low
26003,14606,472,1,0,73,Medium
26479,17233,689,1,0,85,High
16810,14779,666,0,0,72,Medium
19542,18342,473,4,0,10,Low
17196,10175,588,4,0,93,High
22984,20172,704,1,0,32,Low
19696,5297,605,1,0,13,Low
15713,17718,616,4,0,82,High
29738,9489,415,1,0,31,Low
22839,18581,713,1,0,51,Medium
29445,21651,349,0,0,29,Low
12462,7944,327,3,1,43,Low
12311,9579,373,1,0,53,Medium
10962,10181,450,0,0,87,High
10162,22393,580,0,0,17,Low
24181,7730,826,2,1,99,High
10330,11298,302,5,0,39,Low
19971,5571,701,0,0,82,High
11007,17302,427,1,0,82,High
20355,17194,634,1,0,83,High
20838,4069,762,2,0,44,Low
22996,22215,443,1,0,13,Low
13485,17650,451,2,0,6,Low
19124,9663,796,1,0,82,High
13526,6540,405,0,0,68,Medium
14724,24246,727,3,0,24,Low
17264,17472,705,1,0,67,Medium
19983,15624,472,2,1,95,High
20241,21090,524,1,0,65,Medium
28605,16288,399,5,1,60,Medium
12052,10241,667,3,0,11,Low
20982,3623,393,3,0,75,Medium
19212,23153,438,2,0,7,Low
27038,21255,674,3,0,35,Low
28817,14192,612,2,0,31,Low
18663,15715,719,1,0,78,Medium
13740,19890,544,2,0,48,Low
18796,12954,538,1,0,69,Medium
27108,11485,336,3,0,62,Medium
26536,12525,720,1,0,25,Low
13261,15976,567,3,0,35,Low
26251,20655,601,0,0,99,High
20892,9388,551,3,0,59,Medium
24525,13025,848,1,0,27,Low
26293,3267,834,1,0,94,High
19599,25680,406,3,0,11,Low
13256,14507,830,3,0,47,Low
11278,22031,424,1,0,47,Low
20784,8973,818,4,1,8,Low
12359,21774,797,2,0,73,Medium
27803,20763,331,0,0,79,Medium
28682,8865,595,2,0,15,Low
20204,14361,817,1,0,12,Low
16044,9075,599,0,0,44,Low
13131,16732,509,1,0,16,Low
21415,23097,351,7,0,32,Low
22728,17837,643,1,1,25,Low
28102,15688,334,2,0,31,Low
20754,21689,703,0,0,78,Medium
28811,14089,598,3,0,40,Low
12756,20889,535,3,0,37,Low
10554,7359,635,4,0,97,High
11146,18160,446,2,1,15,Low
11035,17592,417,2,1,8,Low
29146,11380,366,0,0,12,Low
23454,10893,381,3,0,10,Low
14389,8136,310,1,0,96,High
22396,11619,547,2,0,68,Medium
14367,21864,405,2,1,66,Medium
27380,15894,682,2,0,79,Medium
15823,13511,334,2,0,76,Medium
23966,9432,693,2,0,80,Medium
27631,19702,682,3,0,27,Low
27471,20235,664,5,1,89,High
21193,18660,831,3,0,67,Medium
24586,9039,544,2,0,4,Low
12639,15479,522,4,0,31,Low
27063,16772,656,2,0,41,Low
17480,15888,668,3,0,8,Low
29686,4751,548,4,0,52,Medium
25903,17025,390,4,0,47,Low
12633,4671,639,3,0,12,Low
10399,23956,337,2,0,55,Medium
22164,9180,788,2,0,63,Medium
18062,22469,318,4,1,77,Medium
24779,14073,414,1,0,83,High
18275,14839,445,2,0,86,High
12956,15547,737,5,1,1,Low
17275,14423,424,2,0,14,Low
27393,4022,411,2,0,72,Medium
25141,13284,366,3,0,24,Low
26026,12550,548,1,0,75,Medium
17529,6174,775,3,0,4,Low
13363,11119,796,3,0,38,Low
12074,14754,430,2,0,29,Low
19525,9191,696,1,0,92,High
15019,14300,375,1,0,48,Low
19667,14333,560,4,0,91,High
23126,13655,507,1,0,23,Low
21278,11372,810,2,0,5,Low
20216,14154,609,0,0,28,Low
11308,14186,802,2,0,94,High
10742,7826,838,3,0,89,High
28323,15591,401,4,0,59,Medium
29974,20931,711,0,0,24,Low
20237,10710,793,2,0,48,Low
16760,17642,318,1,0,74,Medium
23103,10067,595,1,0,11,Low
21333,14656,597,3,0,87,High
25256,11030,606,2,0,60,Medium
24183,8190,345,1,0,31,Low
26168,13319,450,2,1,27,Low
23670,15705,416,3,0,69,Medium
12125,15469,486,4,1,13,Low
28826,10674,635,2,1,91,High
19938,10826,324,3,0,43,Low
17220,18035,519,3,1,57,Medium
12604,10057,330,2,0,91,High
27506,15899,543,1,0,16,Low
17099,8596,655,0,0,39,Low
19295,11617,446,1,0,81,High
13573,3129,375,2,0,11,Low
12619,15846,683,2,0,29,Low
21834,13210,640,2,0,2,Low
25527,11822,370,2,0,53,Medium
14352,20532,553,5,0,7,Low
11779,10474,586,1,0,3,Low
22516,18754,720,2,0,63,Medium
24333,15999,535,0,0,5,Low
11045,22052,358,3,0,24,Low
18002,22696,587,2,0,9,Low
27866,11407,389,4,1,43,Low
18746,18260,761,2,0,73,Medium
10062,26527,444,4,0,94,High
23188,17408,612,3,0,0,Low
19579,13008,701,1,0,47,Low
21800,6749,362,2,0,99,High
15413,4679,645,4,0,83,High
29124,6989,763,1,0,76,Medium
20895,26758,465,3,0,73,Medium
11759,14753,740,1,0,84,High
10604,15879,400,4,0,36,Low
23893,11678,509,5,0,42,Low
29400,17381,610,0,0,76,Medium
28870,14229,467,3,1,20,Low
23806,9005,523,1,0,53,Medium
14454,5640,430,0,1,17,Low
20052,3988,669,1,0,24,Low
14934,12136,636,4,0,32,Low
10359,12575,593,2,0,97,High
14919,17672,663,4,0,31,Low
29768,21919,552,4,0,0,Low
21216,9893,553,2,0,34,Low
19597,11985,521,0,1,91,High
24547,24016,347,2,0,81,High
29471,21860,359,3,0,89,High
28250,5488,420,2,0,92,High
23976,22964,764,0,0,19,Low
21994,10713,688,1,0,86,High
22590,12761,804,3,0,19,Low
22615,17792,554,2,0,43,Low
22181,11872,650,0,0,96,High
23674,11118,677,0,0,76,Medium
25044,11456,730,2,0,75,Medium
17727,20578,529,2,0,2,Low
29109,11063,684,1,0,75,Medium
26710,12920,464,1,0,48,Low
18728,14648,750,3,1,21,Low
23400,6012,302,2,0,21,Low
15997,15528,303,0,1,42,Low
19641,20067,335,2,0,33,Low
18783,14447,820,0,0,49,Low
18511,12119,535,2,1,80,Medium
29285,9591,676,1,0,58,Medium
23426,12298,394,4,0,66,Medium
15835,13450,459,0,0,41,Low
11066,7858,661,4,0,9,Low
19022,9255,548,3,0,88,High
28073,10742,731,1,0,78,Medium
18905,7968,501,1,0,69,Medium
18280,15191,668,0,0,53,Medium
19859,17466,464,0,1,96,High
22871,11853,373,1,0,50,Low
11286,12559,829,1,1,42,Low
12437,18551,363,0,0,1,Low
