claim_id,customer_id,incident_date,claim_amount,claim_status,claim_type
50206,17553,2019-01-28 08:28:06,6692,Under Review,Accident
50207,19399,2022-05-21 18:36:06,3143,Approved,Other
50208,20142,2023-03-10 05:14:22,3895,Rejected,Theft
50209,17698,2021-01-18 22:26:04,4693,Under Review,Other
50210,14108,2017-12-11 00:56:18,5413,Under Review,Natural Disaster
50211,15879,2023-03-25 11:15:56,7390,Approved,Theft
50212,21324,2024-03-25 22:12:49,8845,Under Review,Accident
50213,23530,2024-08-11 17:03:32,5414,Under Review,Other
50214,23252,2021-05-31 19:14:08,2971,Rejected,Accident
50215,26843,2022-06-06 04:12:12,8915,Rejected,Theft
50216,26450,2021-12-20 02:35:01,10352,Rejected,Natural Disaster
50217,26667,2021-04-19 16:59:44,12108,Approved,Theft
50218,18496,2022-06-21 21:16:59,10258,Approved,Accident
50219,14627,2022-05-11 07:28:18,9793,Approved,Other
50220,25527,2024-06-04 07:14:55,3888,Approved,Natural Disaster
50221,21185,2019-01-01 03:08:12,6388,Rejected,Accident
50222,15125,2019-03-14 03:19:03,11446,Under Review,Natural Disaster
50223,27846,2017-08-10 13:12:32,9843,Rejected,Natural Disaster
50224,23465,2019-11-14 16:16:43,10553,Approved,Theft
50225,16482,2021-10-23 20:39:09,6173,Rejected,Other
50226,17106,2019-08-06 05:05:31,2876,Approved,Accident
50227,20225,2023-06-17 01:54:15,6050,Approved,Accident
50228,24751,2019-09-15 11:42:56,9734,Rejected,Natural Disaster
50229,10348,2020-05-21 19:17:16,4599,Approved,Theft
50230,25640,2022-08-22 15:52:17,3874,Rejected,Natural Disaster
50231,16347,2023-07-29 08:14:22,1749,Under Review,Accident
50232,28463,2019-10-01 22:02:06,16102,Under Review,Natural Disaster
50233,29239,2022-12-17 07:51:16,11026,Approved,Theft
50234,23090,2020-01-09 22:04:10,4303,Rejected,Other
50235,29733,2022-04-27 18:16:11,9036,Under Review,Other
50236,16225,2024-09-18 17:42:46,6397,Rejected,Other
50237,13774,2018-06-23 16:56:41,9329,Rejected,Other
50238,12630,2019-06-01 22:49:19,5652,Approved,Natural Disaster
50239,24785,2020-05-15 18:58:16,4651,Approved,Theft
50240,23039,2022-07-12 17:01:00,6966,Approved,Other
50241,11422,2021-02-18 14:48:50,9306,Under Review,Other
50242,23311,2017-11-11 13:59:16,5732,Under Review,Theft
50243,23156,2020-09-15 07:27:52,5715,Approved,Theft
50244,19999,2024-07-31 14:29:44,4196,Rejected,Theft
50245,17468,2021-05-29 23:47:55,2008,Rejected,Other
50246,27403,2023-06-07 00:25:16,6915,Approved,Other
50247,13468,2023-01-26 20:43:38,3442,Rejected,Other
50248,11117,2020-04-19 02:27:23,5424,Approved,Other
50249,20072,2019-04-07 23:03:50,-1046,Under Review,Theft
50250,22169,2020-10-02 02:54:21,4028,Approved,Other
50251,26724,2020-11-21 16:40:10,1313,Approved,Natural Disaster
50252,26040,2018-03-02 10:32:11,7413,Rejected,Natural Disaster
50253,11927,2021-08-13 16:02:37,-988,Rejected,Accident
50254,11138,2019-01-02 03:16:38,6115,Rejected,Accident
50255,22669,2024-11-07 19:15:41,6112,Under Review,Theft
50256,14825,2022-08-19 02:37:29,5907,Under Review,Theft
50257,23378,2018-04-10 07:56:31,9922,Under Review,Other
50258,12346,2018-09-12 07:42:08,5210,Approved,Theft
50259,11476,2020-09-24 21:33:36,3627,Under Review,Other
50260,13713,2023-02-25 14:10:44,2130,Under Review,Theft
50261,22684,2024-10-31 06:05:25,6268,Under Review,Other
50262,27265,2021-11-27 21:26:17,8612,Approved,Theft
50263,17030,2023-12-31 09:52:50,13550,Under Review,Other
50264,20885,2020-01-12 06:38:19,10726,Under Review,Other
50265,23430,2022-08-29 18:15:09,9560,Under Review,Accident
50266,11040,2018-11-12 23:28:03,5697,Under Review,Theft
50267,10368,2021-12-01 03:37:24,6392,Approved,Accident
50268,18218,2022-09-15 02:30:14,14069,Approved,Theft
50269,20649,2023-01-13 23:02:14,10575,Approved,Theft
50270,25987,2017-12-06 23:04:07,8447,Rejected,Theft
50271,25929,2023-09-04 19:04:39,4113,Under Review,Natural Disaster
50272,16543,2019-02-18 19:24:33,2476,Rejected,Natural Disaster
50273,15948,2018-01-22 23:24:32,4558,Rejected,Natural Disaster
50274,29135,2019-04-27 07:45:11,7143,Rejected,Natural Disaster
50275,10197,2017-04-14 17:23:41,4145,Under Review,Other
50276,23265,2019-02-22 07:12:07,6717,Rejected,Natural Disaster
50277,18165,2020-04-26 15:34:43,6060,Approved,Theft
50278,13653,2020-04-04 23:38:49,5596,Under Review,Accident
50279,13264,2019-11-04 06:27:00,9919,Under Review,Theft
50280,19385,2017-10-02 23:10:17,7152,Approved,Natural Disaster
50281,18899,2020-11-28 07:39:25,9499,Under Review,Natural Disaster
50282,29742,2022-01-10 15:57:41,8517,Approved,Other
50283,16490,2018-11-04 02:02:59,5372,Approved,Other
50284,14321,2019-01-16 07:03:23,5391,Under Review,Natural Disaster
50285,13672,2019-03-31 15:00:32,10134,Under Review,Accident
50286,23412,2018-11-24 22:58:32,10608,Approved,Natural Disaster
50287,26040,2019-05-30 22:07:09,9802,Approved,Theft
50288,18033,2023-08-23 19:29:57,9185,Rejected,Other
50289,22947,2022-02-20 04:22:24,6056,Under Review,Other
50290,18170,2018-05-13 11:05:23,6365,Rejected,Accident
50291,13048,2021-07-20 06:08:07,4515,Rejected,Other
50292,19648,2024-12-10 11:25:40,12712,Under Review,Theft
50293,21089,2019-10-19 20:21:53,8788,Under Review,Theft
50294,20193,2021-05-08 02:06:40,10426,Approved,Other
50295,10086,2023-07-10 04:20:35,7397,Under Review,Natural Disaster
50296,19039,2021-09-27 21:03:08,2019,Approved,Natural Disaster
50297,20896,2024-01-28 22:53:26,3403,Rejected,Natural Disaster
50298,16154,2018-12-27 08:29:27,1553,Approved,Accident
50299,29217,2023-06-16 14:51:47,5887,Rejected,Accident
50300,27716,2017-08-03 02:26:32,-5000,Approved,Theft
50301,10511,2021-05-10 08:23:15,8982,Approved,Other
50302,21269,2022-09-29 07:46:21,5260,Approved,Natural Disaster
50303,24419,2021-11-13 16:31:51,4859,Rejected,Natural Disaster
50304,20472,2022-04-12 05:53:22,10687,Approved,Theft
50305,29796,2017-12-27 22:29:17,10594,Under Review,Other
50306,27940,2017-01-17 17:34:05,9092,Rejected,Theft
50307,25393,2017-05-28 22:51:13,1120,Approved,Natural Disaster
50308,17107,2018-05-22 10:23:25,9606,Rejected,Natural Disaster
50309,12398,2020-03-14 01:17:02,10134,Approved,Other
50310,26410,2020-11-12 11:59:32,3689,Approved,Other
50311,16986,2021-12-03 21:05:58,8520,Under Review,Accident
50312,13189,2022-02-03 14:20:18,3800,Rejected,Other
50313,29075,2018-09-07 18:43:07,4192,Rejected,Theft
50314,22620,2021-07-02 18:11:54,12557,Under Review,Natural Disaster
50315,22016,2020-06-16 04:38:19,10583,Rejected,Theft
50316,24655,2021-11-08 15:15:34,10693,Rejected,Natural Disaster
50317,19335,2022-10-28 06:46:32,5558,Approved,Theft
50318,20823,2019-12-31 19:29:45,6098,Approved,Theft
50319,24839,2020-12-02 14:18:47,9669,Rejected,Theft
50320,17825,2021-10-21 17:15:42,6601,Under Review,Natural Disaster
50321,25865,2023-11-25 06:38:31,5858,Approved,Accident
50322,24925,2021-02-08 01:21:13,9078,Approved,Accident
50323,20674,2018-04-06 02:22:03,9472,Under Review,Other
50324,27842,2019-11-26 02:09:01,3053,Rejected,Theft
50325,14902,2017-12-28 00:24:20,4185,Rejected,Theft
50326,29762,2024-02-20 10:05:47,8771,Approved,Accident
50327,29732,2024-01-26 13:25:55,4063,Under Review,Accident
50328,18052,2019-05-16 20:54:29,5280,Under Review,Theft
50329,21918,2020-10-23 06:03:18,8803,Under Review,Other
50330,21577,2020-03-24 19:20:33,6565,Rejected,Natural Disaster
50331,29952,2017-07-21 04:06:35,11256,Approved,Accident
50332,14423,2017-12-23 20:37:58,212,Approved,Accident
50333,21413,2022-10-29 10:39:47,5756,Approved,Natural Disaster
50334,10766,2018-10-29 10:40:26,7183,Approved,Natural Disaster
50335,10162,2019-07-17 13:43:38,7005,Rejected,Natural Disaster
50336,12962,2019-01-18 12:07:04,3623,Under Review,Accident
50337,23032,2024-10-16 03:54:19,4008,Approved,Accident
50338,21764,2020-02-02 16:25:25,15686,Under Review,Theft
50339,19242,2020-03-31 07:45:38,12419,Under Review,Theft
50340,19430,2023-11-17 02:58:35,7188,Approved,Theft
50341,11259,2022-09-19 23:00:43,11462,Under Review,Theft
50342,23883,2024-07-09 09:50:11,1566,Under Review,Accident
50343,29436,2024-11-29 01:15:45,2431,Approved,Natural Disaster
50344,15890,2021-08-12 18:54:48,3036,Under Review,Other
50345,17309,2019-06-02 10:53:36,7565,Rejected,Accident
50346,27712,2017-01-14 06:42:11,7421,Approved,Other
50347,26588,2019-09-07 19:24:02,8876,Rejected,Accident
50348,13534,2024-03-01 17:28:27,3788,Rejected,Other
50349,14770,2022-10-28 11:49:42,10597,Approved,Natural Disaster
50350,24201,2023-11-21 18:41:34,10845,Rejected,Theft
50351,12880,2024-03-25 08:09:33,3090,Rejected,Other
50352,17954,2023-12-31 14:04:07,6338,Under Review,Natural Disaster
50353,25115,2023-03-06 13:33:52,7336,Rejected,Theft
50354,10226,2017-07-29 02:56:26,6874,Approved,Theft
50355,16855,2019-01-11 15:56:35,5124,Under Review,Other
50356,14172,2020-10-28 04:55:10,6792,Approved,Other
50357,27937,2021-02-07 18:20:06,9853,Rejected,Accident
50358,16004,2017-06-07 15:58:05,4512,Approved,Other
50359,11358,2021-09-25 23:28:38,9715,Under Review,Other
50360,11973,2023-10-08 07:52:03,660,Approved,Other
50361,18685,2017-05-16 03:54:52,7643,Rejected,Natural Disaster
50362,10184,2017-07-22 07:12:21,10734,Under Review,Natural Disaster
50363,17426,2017-06-10 21:19:27,9012,Approved,Theft
50364,20963,2019-02-10 04:16:03,5924,Approved,Theft
50365,16009,2023-12-22 16:19:45,6366,Rejected,Natural Disaster
50366,15104,2019-02-09 02:10:43,-1290,Approved,Theft
50367,22682,2020-08-06 14:18:20,7078,Rejected,Natural Disaster
50368,21628,2021-10-15 07:02:51,7156,Approved,Theft
50369,21937,2024-03-06 12:45:40,4443,Approved,Other
50370,20744,2023-07-28 17:43:06,8778,Rejected,Accident
50371,29869,2019-08-26 05:08:31,5003,Rejected,Other
50372,29926,2024-02-27 23:00:51,14726,Under Review,Theft
50373,13456,2022-12-25 12:24:48,4964,Under Review,Other
50374,29927,2020-12-27 04:34:10,6557,Rejected,Accident
50375,22588,2017-04-14 04:31:58,2020,Under Review,Accident
50376,15176,2021-12-19 19:56:49,4402,Rejected,Accident
50377,25749,2023-11-21 19:18:28,6393,Approved,Accident
50378,22747,2022-11-02 10:57:12,4725,Rejected,Other
50379,10270,2022-05-01 09:04:34,3694,Rejected,Theft
50380,27559,2020-09-07 06:30:32,10908,Approved,Other
50381,19783,2018-05-22 19:19:06,5648,Under Review,Natural Disaster
50382,15179,2021-01-18 17:55:00,7557,Rejected,Natural Disaster
50383,27963,2023-12-18 17:53:34,5661,Under Review,Natural Disaster
50384,12547,2021-08-05 00:29:03,12810,Rejected,Natural Disaster
50385,17314,2023-12-01 20:25:54,3241,Under Review,Other
50386,14105,2018-05-09 03:13:13,13233,Approved,Natural Disaster
50387,12394,2018-03-03 00:12:32,11449,Rejected,Theft
50388,20099,2022-04-29 07:37:49,3993,Approved,Theft
50389,25781,2022-12-23 15:00:12,7033,Approved,Theft
50390,14886,2022-03-27 12:12:26,2129,Rejected,Natural Disaster
50391,29650,2021-03-06 14:34:57,3242,Approved,Other
50392,18640,2020-08-20 16:55:58,7774,Under Review,Other
50393,18298,2020-06-21 10:12:57,8277,Approved,Other
50394,27794,2018-02-24 16:32:20,4914,Approved,Theft
50395,20044,2019-01-21 08:12:23,7990,Under Review,Other
50396,29526,2020-02-14 09:35:10,6110,Approved,Accident
50397,13413,2024-11-28 18:36:48,8692,Rejected,Other
50398,12350,2023-05-26 17:36:40,9452,Rejected,Natural Disaster
50399,12962,2018-08-06 04:13:17,7081,Rejected,Theft
50400,13866,2022-01-31 12:03:07,9259,Rejected,Natural Disaster
50401,13348,2020-05-08 08:08:56,9465,Under Review,Other
50402,18667,2017-08-26 14:28:49,8541,Rejected,Accident
50403,11616,2023-03-08 00:38:50,5525,Rejected,Accident
50404,28371,2024-07-20 18:46:04,4274,Approved,Theft
50405,16254,2018-11-03 05:27:30,5086,Rejected,Theft
50406,24516,2019-04-27 16:07:16,10496,Approved,Theft
50407,15972,2021-10-22 09:24:02,7661,Under Review,Natural Disaster
50408,16752,2022-08-28 19:02:40,4361,Rejected,Theft
50409,25182,2018-12-10 23:08:18,10086,Rejected,Theft
50410,11438,2024-08-31 17:50:14,10435,Rejected,Other
50411,14055,2019-03-13 13:31:24,5633,Under Review,Natural Disaster
50412,12512,2024-08-06 00:11:38,5694,Under Review,Other
50413,29942,2023-08-01 21:35:28,13301,Under Review,Accident
50414,10408,2017-02-11 03:30:25,4183,Rejected,Theft
50415,28234,2020-09-26 07:45:47,13621,Under Review,Other
50416,20474,2023-07-23 01:12:35,3562,Approved,Accident
50417,14351,2024-10-06 10:30:48,6988,Approved,Other
50418,28438,2021-02-03 11:14:49,2876,Rejected,Theft
50419,28276,2020-12-22 20:19:32,3158,Under Review,Accident
50420,29194,2020-03-09 06:47:11,2083,Under Review,Theft
50421,11913,2024-04-23 12:02:59,8255,Approved,Other
50422,23804,2018-07-31 14:12:16,8083,Approved,Other
50423,20310,2024-07-03 21:26:38,3430,Under Review,Accident
50424,20981,2022-03-03 15:32:34,4764,Rejected,Natural Disaster
50425,25907,2023-05-20 07:59:46,8135,Approved,Theft
50426,19595,2019-02-24 19:18:35,4231,Approved,Natural Disaster
50427,19918,2020-07-11 00:16:36,7137,Rejected,Natural Disaster
50428,19156,2019-01-04 14:39:06,7747,Under Review,Accident
50429,26363,2024-10-03 03:58:52,3935,Approved,Other
50430,18548,2024-01-18 05:26:25,8374,Under Review,Accident
50431,29347,2018-04-22 09:29:34,10827,Rejected,Natural Disaster
50432,28642,2021-09-17 04:08:05,9251,Under Review,Natural Disaster
50433,28160,2022-09-29 20:16:12,6354,Under Review,Other
50434,26697,2018-01-04 01:26:39,7434,Approved,Theft
50435,14574,2022-12-03 10:29:32,8065,Rejected,Accident
50436,20987,2017-06-27 05:42:31,5292,Approved,Theft
50437,12227,2024-01-25 13:33:02,1313,Under Review,Theft
50438,24232,2019-03-11 14:28:00,11112,Approved,Natural Disaster
50439,20598,2023-09-05 01:13:22,4780,Approved,Accident
50440,12686,2024-10-04 02:12:26,13162,Rejected,Accident
50441,24132,2017-03-23 20:24:16,7506,Rejected,Accident
50442,15469,2018-06-04 01:55:32,3292,Rejected,Theft
50443,24394,2023-08-16 02:47:23,7060,Approved,Other
